excel_row,task_key,topic_relevance,stance_expression,stance_direction,stance_change,is_usable,training_grade,annotation_reason,confidence,matched_topic_terms,annotation_status
1001,8315fd20546324b4014a1a92917162164ec0a76b79effe05af910f32dfbbee2e,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant to the topic but contains no stance.,high,id,completed_relaxed_ai_annotation
1002,c86c9bac19c7f316d6469dc99cd130395b725ce2fe982c2d008b02ea293eddb5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address net neutrality or the post's claim about the open internet. It mentions 'burner phones' but no direct topic terms are present.,high,,completed_relaxed_ai_annotation
1003,7d850ed98e3d9c21894c658355c40f0ba4737b0e3c8e60e42a6dbf2e29c24c6b,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant to the open internet and criticizes government control, but no direct terms from the conversation match the topic. The stance is implicit.",medium,indirect_relevance:open internet,completed_relaxed_ai_annotation
1004,46fc11f52918305fee6d8c09aa7c86d6b0a0c284cb0dc168648bb7415de4a601,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it contains only an emoji with no connection to the topic or post claim.,high,,completed_relaxed_ai_annotation
1005,71f28d41f3812e3d09e41bc7c0ac80cb0ccc6174516e2450f9922ba27100f0a6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, discussing government overreach in social media rather than net neutrality. No stance on the topic.",high,,completed_relaxed_ai_annotation
1007,9fc5dfc4d8030a99a4f97d9ec718a4137ea60bdf926d14bee5a7c0840ce7fb7f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Short reply with no policy attitude or reasoning.,low,,completed_relaxed_ai_annotation
1008,b6f0361425e4c152868c4a6ac0394383e6a5e462539f894c573bc7134f8f4a09,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to open internet and digital ID. Explicitly opposes digital ID. Short but clear stance.,high,NO TO DIGITAL ID,completed_relaxed_ai_annotation
1009,f9a08277f2328577e6f4df4fb46d8c84b5fe912150a1bff882f2c5cedcf2b58c,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"Thread discusses opposing demoralizing attitudes and digital ID, indirectly relevant to open internet policy but no direct stance on net neutrality.",medium,indirect_relevance:open internet,completed_relaxed_ai_annotation
1010,de635a8cceafd5df7454d61c0c43ef28bd8d2e1f0d1180be07cf810302fa5d1f,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Thread discusses digital control and internet regulation, relevant to net neutrality. Franklin Ford implies opposition to the post's claim by criticizing the government's approach.",medium,indirect_relevance:net neutrality,completed_relaxed_ai_annotation
1011,3cea1ba4be1887ff7133d1cd704a2a3ca381786b29639990ff2803b86bc31464,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to net neutrality and digital ID. Explicit stance against digital ID. Clear support for the post's claim. Short but direct.,high,I DO NOT COMPLY TO DIGITAL ID,completed_relaxed_ai_annotation
1012,a9cdb937e6fb4a84c3a505f6bde7a2d77af6de98367b444e6ae850b433ac2dcd,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, offering a vague philosophical statement with no clear stance on net neutrality or the post's claim.",medium,,completed_relaxed_ai_annotation
1014,8fe24929abe7ba93a658631b7d89560fdb921d189bcaceaad17119ae019a1d5e,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,borderline_sample,"The thread discusses resisting online ID checks and government control, indirectly relevant to net neutrality. Stance is implicit in the call to reject authority. The grade is borderline due to indirect relevance and limited reasoning.",medium,dictatorship over us | don’t pay into it,completed_relaxed_ai_annotation
1015,a0964e69823933685200c1e11c76623efbab6bd7dacc345bdbb252330f89221c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it makes a general statement about the internet and government without addressing the specific policy question of restoring or strengthening net neutrality rules.,high,,completed_relaxed_ai_annotation
1016,7e3977289e2baec9f34d59688038f1ff63d6a31fbb5b9ebe15084cb596c6ae24,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,Comment mentions data breaches but does not express a stance on net neutrality or the post's claim.,medium,data breaches,completed_relaxed_ai_annotation
1017,a13f625bc066a494e1948497fb0a855f811a538e408c04d9f45b7d17d933bf6c,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant to the topic of digital identity and online systems but does not express a clear stance on net neutrality or the post's claim.,medium,digital id,completed_relaxed_ai_annotation
1018,83d9f9c434c083cfb9907046b2ba2d55a798d11c533a694f1cc9ec16f8d11930,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to net neutrality and government control of private devices. Both comments express explicit opposition to government overreach.,high,government | our phones | they cannot force you | mine will no longer be mine,completed_relaxed_ai_annotation
1019,fb5138bc33e01d44f416706791829c858d061bc6b15a8b21f8fc94b2a9bfe2ca,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about net neutrality or open internet rules.,high,,completed_relaxed_ai_annotation
1020,6729b2b264f42f5a40adafd1d4499a710d6d2efb84b38ac9f8af5f77dfee433e,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"Thread discusses 'signed' and 'anonymous VPN user' in context of internet freedom, but no stance is expressed on net neutrality or the post's claim.",medium,signed | anonymous VPN user,completed_relaxed_ai_annotation
1021,566d95be4a634e905e58ba24769c35ad2f46090cbf29ad3e4b8215fa15e20aeb,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to net neutrality and open internet. Explicitly supports the post's claim by affirming the right to online freedom.,high,be free | our right,completed_relaxed_ai_annotation
1022,994305bb565b666fa8bb52ea78716fe9dbe00bbd9353b7c919460c5073949d2b,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment discusses article 10 of the human rights act and modes of expression, which are relevant to the topic of internet freedom. It provides a factual statement without expressing a clear stance on net neutrality.",medium,modes of expression | internet,completed_relaxed_ai_annotation
1023,48b2e01145664ebc1851443b004fe9af7b8986dbcfad358e25a7bb2f09c20768,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Thread discusses internet access and privacy, but no direct terms from the topic or post text appear in the comments. Stance is implicit in the replies opposing ID checks.",medium,indirect_relevance:ID checks,completed_relaxed_ai_annotation
1024,fd9d50e9a88f1c2de77b36b0ea00e09c47803bcf702a9294348ce6eeb72cc882,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Short comment with no explicit or implicit stance on net neutrality or the post's claim.,high,,completed_relaxed_ai_annotation
1025,a1a02138f1a5eda0dc55c6b6ddc00ceb06b8ad0c7446f4e1fff14fcae5b763a6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, as it does not address net neutrality or the post's core claim about open internet protections.",high,,completed_relaxed_ai_annotation
1026,bc77c6593ecd3ab51ded4799c61bd2d19bc55c9ef859a133186aee8b2659a2fc,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to net neutrality and digital rights, with explicit stance opposing ID checks and government control. Mentions 'open internet' concept indirectly.",medium,indirect_relevance:open internet,completed_relaxed_ai_annotation
1027,f036548d1f93e68a6920b27d0789722cfde73bfa89a3f19b0831eb43bf75b07e,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to net neutrality and online privacy. Explicitly opposes the post's claim about protecting the open internet.,high,invasion of our privacy,completed_relaxed_ai_annotation
1028,171622f0334e2de55cb02bbfc48a7b93f94094f30f44122c344b8da763845f0a,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks stance; no policy attitude is expressed.,high,,completed_relaxed_ai_annotation
1030,ec9004163fc36ec6f839143087049b19ddd295ef23dc4cf9094412d32de941e2,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of restoring or strengthening net-neutrality rules.,high,,completed_relaxed_ai_annotation
1031,2f0f2b8173d418316873b51b375427515a44efdb3e71731d8d289918f116ccbd,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to net neutrality and open internet, explicit stance opposing the post's claim.",high,kill the internet as we know it,completed_relaxed_ai_annotation
1032,39e9cb084f73fe4649fe26851a5421b672d738788b181be8494fd41b8b031845,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The comment is a single '💯' emoji, which is off-topic and provides no stance or policy attitude.",high,,completed_relaxed_ai_annotation
1033,ae59a29b32539d20f6ee560ccdd5321a939018c56cf88ed0cd26c5582103e18b,strongly_relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Short agreement with the post's claim about online freedom being under threat.,medium,Same in the U.S. & they’re falling for it,completed_relaxed_ai_annotation
1034,2416c18475489dfb41c8f7bacb54a3332278997cd9ff8d74eef99f93c4fa2181,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to net neutrality and digital control. Explicit stance against digital ID systems as a threat to freedom.,high,DIGITAL ID | CONTROLLED | MONITORED,completed_relaxed_ai_annotation
1035,36460b9ea8cee8f88824ae8c81694b064af516f6b3b6ffa1295b03c84d5cf098,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The thread is off-topic as it does not mention net neutrality, open internet, or related terms from the post. It discusses general social media withdrawal but lacks direct policy relevance.",high,,completed_relaxed_ai_annotation
1036,981bc98ba72260d43b839da3017c024275dea99fc33127f0df109c5b374086f5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no stance on net neutrality or open internet.,high,,completed_relaxed_ai_annotation
1037,9f5a4c14f4123221d73de2ba92d2c1efdaca1164857494703090c9414492a6bb,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment mentions 'communism socialism' as a vague criticism of control, but does not directly address net neutrality or the post's claim about open internet threats.",low,,completed_relaxed_ai_annotation
1038,6177175b1d53ebafbf74dd461ec24611e1d452314162abc1ba99561608de88a9,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it references 'human rights', a concept tied to the open internet's freedom. It expresses an implicit stance against the post's claim by opposing the new proposals.",medium,human rights,completed_relaxed_ai_annotation
1040,9e33e9d89e73bcacb92ae9417fc27c789f309f9707fa45dde6bade562aa9fd04,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, referencing unrelated checks on porn sites without addressing net neutrality or the post's claim.",high,,completed_relaxed_ai_annotation
1041,2b43787a64d1e6c236488666b724fa6c0208b1118b6e54857cd136590b30a903,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any stance on net neutrality or the post's claim.,high,,completed_relaxed_ai_annotation
1042,ad1c9aed1251f33da340bd776e34254a3d0b20cf88dfb24f0878feb9a70d675b,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to digital ID and surveillance concerns; explicit stance against the system; usable with core argument about control and illegality.,medium,digital ID | data centres | global surveillance system | biometrics | Face ID | fingerprint ID | opt Out | freedom of choice,completed_relaxed_ai_annotation
1043,35891a7efe6ae9587bd01038317889dd4cf3eaafe573362a7e1bf49847254eaf,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment mentions 'one world government' but does not directly address net neutrality or the post's claim about open internet protections.,low,,completed_relaxed_ai_annotation
1044,da3286643721081ba5972a2bbcb3b0d300efa93c98669a8c96f501ad84a2271e,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to net neutrality and open internet, with explicit support for the post's claim.",high,open internet,completed_relaxed_ai_annotation
1045,afdae475ff6662301a589cea789556dfcdbb60e44609716f9d9346f600e5a2a3,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to net neutrality restoration; explicit support for Biden's action as benefiting the common good.,high,Biden-Continuing to do for the common good instead of the wealthy,completed_relaxed_ai_annotation
